seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
Saint Lambert,75015,2,1946-1970,meuble,appartement,26.604726332023926,31.90573911745762,18.603375951445663
Seine et Berges,75015,2,1946-1970,meuble,appartement,28.52258508288752,34.22710209946503,19.965809558021267
Vaugirard-Parc des Expositions,75015,2,1946-1970,meuble,appartement,27.35941191346771,32.82214303778222,19.142437081048364
Violet Commerce,75015,2,1946-1970,meuble,appartement,27.97908323725404,33.574590232029074,19.58497272094623
Auteuil Nord,75016,2,1946-1970,meuble,appartement,28.019342999630105,33.62321159955613,19.613540099741076
Auteuil Sud,75016,2,1946-1970,meuble,appartement,28.0,33.6,19.6
Bois de Boulogne,75016,2,1946-1970,meuble,appartement,30.427051032213807,36.51248116760815,21.29890582912229
Chaillot,75016,2,1946-1970,meuble,appartement,31.99333206619236,38.39203589964905,22.39555019709673
Muette Nord,75016,2,1946-1970,meuble,appartement,32.0,38.4,22.4
Muette Sud,75016,2,1946-1970,meuble,appartement,31.975072844794358,38.370087413753225,22.382550991356048
Porte Dauphine,75016,2,1946-1970,meuble,appartement,32.0,38.4,22.4
Batignolles-Cardinet,75017,2,1946-1970,meuble,appartement,26.755668178231634,32.08926338812159,18.71176213938222
Champerret-Berthier,75017,2,1946-1970,meuble,appartement,29.902107045483397,35.90250838748024,20.901505032488142
Clichy-Batignolles,75017,2,1946-1970,meuble,appartement,26.608029483296207,31.909740787808904,18.605660952805405
Courcelles-Wagram,75017,2,1946-1970,meuble,appartement,29.91213097713405,35.91441452054098,20.908990410519014
Epinettes-Bessières,75017,2,1946-1970,meuble,appartement,27.98538790275704,33.582268771555476,19.589580612923793
La Fourche-Guy Môquet,75017,2,1946-1970,meuble,appartement,27.981231123827012,33.57747654003479,19.587235223664052
Legendre-Lévis,75017,2,1946-1970,meuble,appartement,28.55450681819601,34.26904088545817,19.96227865529348
Pereire-Malesherbes,75017,2,1946-1970,meuble,appartement,29.48666082080707,35.39898281309948,20.6119151175322
Ternes-Maillot,75017,2,1946-1970,meuble,appartement,29.921860770748015,35.9259972740924,20.91594427211134
Amiraux-Simplon-Poissonniers,75018,2,1946-1970,meuble,appartement,27.151035439257537,32.581231367978226,19.022666157650356
Charles-Hermite-Evangile,75018,2,1946-1970,meuble,appartement,23.015998925003867,27.600054637452537,16.14068668991447
Clignancourt-Jules Joffrin,75018,2,1946-1970,meuble,appartement,25.5,30.6,17.9
Goutte d'Or-Château Rouge,75018,2,1946-1970,meuble,appartement,27.045695594348892,32.45468507329153,18.951087968149963
Grandes Carrières-Clichy,75018,2,1946-1970,meuble,appartement,25.50013484203736,30.60016181044484,17.900091692585406
La Chapelle-Marx Dormoy,75018,2,1946-1970,meuble,appartement,24.09757545429003,28.900940690237164,16.89207518447388
Montmartre,75018,2,1946-1970,meuble,appartement,25.522470656446174,30.626773548106083,17.91529917034633
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,2,1946-1970,meuble,appartement,25.501449270699574,30.601739124839487,17.900943504992018
Bas Belleville,75019,2,1946-1970,meuble,appartement,24.75420957185974,29.685958601360273,17.308853815430403
Bassin de la Villette,75019,2,1946-1970,meuble,appartement,23.10285927655016,27.703442626063445,16.20198389230729
Buttes Chaumont,75019,2,1946-1970,meuble,appartement,24.271545523585328,29.105957142087657,16.98171377429198
Danube-Porte des Lilas,75019,2,1946-1970,meuble,appartement,23.05639076090725,27.64766891308869,16.169410743863807
Flandre-Aubervilliers,75019,2,1946-1970,meuble,appartement,23.155214321467444,27.76610177093188,16.238105722649248
Manin-Jaurès,75019,2,1946-1970,meuble,appartement,23.394143993787445,28.052972792544928,16.396095995858293
Place des Fêtes,75019,2,1946-1970,meuble,appartement,23.14603114936571,27.75542526148116,16.231939981192532
Pont de Flandre,75019,2,1946-1970,meuble,appartement,23.067348376291253,27.661030069650188,16.17717919975399
Secrétan,75019,2,1946-1970,meuble,appartement,24.23545770996163,29.062837112965077,16.95889088004858
Amandiers,75020,2,1946-1970,meuble,appartement,24.63754088535184,29.545104419027037,17.226333976351118
Belleville,75020,2,1946-1970,meuble,appartement,27.992410225932442,33.59084761848255,19.594642505516326
Gambetta,75020,2,1946-1970,meuble,appartement,23.59999269189195,28.2999993623639,16.533382675218387
Plaine,75020,2,1946-1970,meuble,appartement,23.13131382665326,27.73757659198391,16.22120879782131
Père Lachaise-Réunion,75020,2,1946-1970,meuble,appartement,24.046488646597844,28.836052784755584,16.832863337232943
Saint Blaise,75020,2,1946-1970,meuble,appartement,23.219567414561563,27.84348089747387,16.27961142684621
Télégraphe-Pelleport Saint Fargeau,75020,2,1946-1970,meuble,appartement,24.480490491816777,29.361398987278466,17.152396308533426
Bourse du Travail,93000,2,1946-1970,meuble,appartement,11.8,14.2,8.3
Edouard Vaillant,93000,2,1946-1970,meuble,appartement,11.83636410102166,14.243253195006492,8.325071144495665
Les Vignes,93000,2,1946-1970,meuble,appartement,11.821926576208917,14.226130904140373,8.315307743135756
Prefecture,93000,2,1946-1970,meuble,appartement,11.801184451126206,14.201410060864529,8.300817835301428
Bas Montreuil-Bobillot,93100,2,1946-1970,meuble,appartement,19.178498972316312,22.978498972316313,13.399999999999999
Bas Montreuil-Etienne Marcel-Chanzy,93100,2,1946-1970,meuble,appartement,19.100361662674764,22.900361662674765,13.400000000000002
Bas Montreuil-République,93100,2,1946-1970,meuble,appartement,19.218195175303677,23.02196797191164,13.413204788127839
Bel Air-Grands Pêchers-Renan,93100,2,1946-1970,meuble,appartement,19.10067825188301,22.900678251883008,13.4
Branly-Boissière,93100,2,1946-1970,meuble,appartement,19.10068646043335,22.900679629367644,13.399974952759074
Centre Ville-Jean Moulin-Beaumont,93100,2,1946-1970,meuble,appartement,19.161301108966967,22.961301108966968,13.4
La Noue-Clos Français,93100,2,1946-1970,meuble,appartement,18.94602304420934,22.716307497511423,13.291750508457602
Ramenas-Léo Lagrange,93100,2,1946-1970,meuble,appartement,19.01377110970242,22.79712341635442,13.339292357109743
Ruffins-Théophile Sueur-Montreau-Le Morillon,93100,2,1946-1970,meuble,appartement,19.10252000646842,22.902520006468418,13.4
Signac-Murs à Pêches,93100,2,1946-1970,meuble,appartement,19.179822890178695,22.979656148948468,13.399392585518456
Solidarité Carnot,93100,2,1946-1970,meuble,appartement,19.2,23.0,13.4
Anatole France,93120,2,1946-1970,meuble,appartement,14.477024390214606,17.39352961668916,10.15501742158186
Balzac-Moulin Neuf,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
Braque,93120,2,1946-1970,meuble,appartement,14.559618642110179,17.489705604545573,10.209896283490483
Centre Ville-Convention,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
Centre Ville-Mairie,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
La Gare,93120,2,1946-1970,meuble,appartement,14.433285110162123,17.34041763376829,10.12377507868723
La Tour,93120,2,1946-1970,meuble,appartement,14.40650741549791,17.307727555903767,10.104473848154813
Parc Départemental,93120,2,1946-1970,meuble,appartement,14.418034972649247,17.321479739889448,10.112203799476134
Quatre Routes,93120,2,1946-1970,meuble,appartement,14.394738819445033,17.29371265111875,10.096530478250541
Rateau,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
Verlaine-Paul Verlaine,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
Verlaine-Routes,93120,2,1946-1970,meuble,appartement,14.456703371237525,17.36733525334456,10.138983567725798
Waldeck Rochet-Quinet Cachin,93120,2,1946-1970,meuble,appartement,14.4,17.3,10.1
Waldeck Rochet-Zone Industrielle,93120,2,1946-1970,meuble,appartement,14.404100126274173,17.304978724761497,10.102928661624409
Boissière,93130,2,1946-1970,meuble,appartement,16.01844802507927,19.22213265910929,11.213804950147981
Centre Ville-Gare,93130,2,1946-1970,meuble,appartement,16.0,19.2,11.2
Centre Ville-Mairie,93130,2,1946-1970,meuble,appartement,16.0,19.2,11.2
Haut Goulet-Jules Auffret,93130,2,1946-1970,meuble,appartement,15.765295209121044,18.920589534667908,11.037941930107387
Langevin,93130,2,1946-1970,meuble,appartement,15.907589887376254,19.089987961162205,11.13619301747408
Londeau,93130,2,1946-1970,meuble,appartement,16.0,19.2,11.2
Léo Lagrange,93130,2,1946-1970,meuble,appartement,16.0,19.2,11.2
Merlan,93130,2,1946-1970,meuble,appartement,15.99159275939549,19.189911311274585,11.194114931576841
Petit Noisy,93130,2,1946-1970,meuble,appartement,15.957846651024575,19.149755576313684,11.170832250801398
Zone Industrielle,93130,2,1946-1970,meuble,appartement,15.978837071003998,19.17480603690952,11.185387501407522
La Mare à la Veuve-La Remise à Jorelle,93140,2,1946-1970,meuble,appartement,15.0,18.0,10.5
Le Mainguy-Le Moulin à Vent,93140,2,1946-1970,meuble,appartement,15.021381182993588,18.02573124160889,10.515040650112098
Le Saule Blanc,93140,2,1946-1970,meuble,appartement,15.0,18.0,10.5
Noue Caillet-Terre Saint Blaise-Les Mérisiers,93140,2,1946-1970,meuble,appartement,14.992173224913559,17.99070570458485,10.49461909212807
Centre Sud-Jules Ferry,93170,2,1946-1970,meuble,appartement,19.105374864953358,22.906449837944027,13.403762405467349
Centre Sud-La Capsulerie,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Centre-Jean Moulin,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Centre-Sadi Carnot,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Coutures-Victor Hugo,93170,2,1946-1970,meuble,appartement,19.10000036662606,22.90000036662606,13.4
Coutures-Édouard Vaillant,93170,2,1946-1970,meuble,appartement,19.17380082533832,22.988344624095394,13.450903295649777
Dhuys-François Mitterand,93170,2,1946-1970,meuble,appartement,19.100710642321786,22.900710642321783,13.400000000000002
Dhuys-Gallieni,93170,2,1946-1970,meuble,appartement,19.148377905712273,22.958053486854727,13.433864533998591
Dhuys-Hoche,93170,2,1946-1970,meuble,appartement,19.15416199212419,22.964994390549027,13.437913394486934
Dhuys-René Alazard,93170,2,1946-1970,meuble,appartement,19.123861910420775,22.92849571791706,13.416218326236995
La Noue ,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Malassis-Pierre et Marie Curie,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Malassis-Stalingrad,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Plateau-Anatole France,93170,2,1946-1970,meuble,appartement,18.949805741702043,22.721001363398322,13.295069764750743
Plateau-Gambetta,93170,2,1946-1970,meuble,appartement,19.10093807740188,22.90093807740188,13.4
Plateau-Girardot,93170,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Allende,93200,2,1946-1970,meuble,appartement,16.84218895980196,20.229711327045415,11.762565500075791
Centre Ville-Basilique,93200,2,1946-1970,meuble,appartement,16.003131502018523,19.20382739135597,11.202087668012346
Cosmonautes,93200,2,1946-1970,meuble,appartement,15.980436213241148,19.176768003223863,11.186549896603289
Delaunay Belleville,93200,2,1946-1970,meuble,appartement,16.696033677068975,20.056017861582525,11.660039949608997
Floréal-La Saussaie-La Courtille,93200,2,1946-1970,meuble,appartement,16.70419897467304,20.061913154484884,11.668138017604642
Franc Moisin-Bel Air,93200,2,1946-1970,meuble,appartement,15.996656734056652,19.1960514131848,11.197723046156474
Mutuelle-Barbusse-Saint Rémy- Joliot Curie,93200,2,1946-1970,meuble,appartement,16.191129631901962,19.43505087581469,11.326477009014058
Pleyel,93200,2,1946-1970,meuble,appartement,16.036473142635682,19.244267084966925,11.225249029853831
Péri-Langevin-Stalingrad-Politzer,93200,2,1946-1970,meuble,appartement,16.13846980858448,19.36924087715881,11.292313205722987
République-Gare-Porte de Paris,93200,2,1946-1970,meuble,appartement,16.499918386738106,19.811048996263317,11.533250698471177
Sémard-Delaune-Guynemer,93200,2,1946-1970,meuble,appartement,16.736252864362577,20.10315300729444,11.689560038819549
La Plaine-Stade de France,93210,2,1946-1970,meuble,appartement,16.044013597953672,19.253040655529567,11.231051165273538
Bas Pays,93230,2,1946-1970,meuble,appartement,11.940107103907128,14.366963426297543,8.397798462986545
Cachin,93230,2,1946-1970,meuble,appartement,11.802478527444219,14.202950627909782,8.301711364187673
Carnot,93230,2,1946-1970,meuble,appartement,11.802048661116567,14.2024415550186,8.301431256357402
Centre,93230,2,1946-1970,meuble,appartement,11.821458878699076,14.225518666561063,8.314789227211525
Cité,93230,2,1946-1970,meuble,appartement,11.813881440179152,14.216507658591421,8.309566938501849
Communes,93230,2,1946-1970,meuble,appartement,12.018950692968712,14.460880319762369,8.452596162461157
Grands Champs,93230,2,1946-1970,meuble,appartement,12.065355309457335,14.515968870750221,8.483657103351879
Ormes,93230,2,1946-1970,meuble,appartement,11.863531858295804,14.275712780165994,8.344373358241409
Parcs,93230,2,1946-1970,meuble,appartement,11.82427415809947,14.228919741469753,8.316897817014544
ZAC,93230,2,1946-1970,meuble,appartement,11.8,14.2,8.3
L'Avenir,93240,2,1946-1970,meuble,appartement,14.99992279933126,17.999909932553138,10.499948532887506
L'Avenir-La Cerisaie,93240,2,1946-1970,meuble,appartement,15.053492564974777,18.064755735987376,10.536600807389904
La Cité-Jardin,93240,2,1946-1970,meuble,appartement,15.0,18.0,10.5
Le Bois Moussay-Les Parouzets,93240,2,1946-1970,meuble,appartement,15.00166737594571,18.002000851134852,10.501333900756569
Le Clos Saint Lazare,93240,2,1946-1970,meuble,appartement,15.00188475189168,18.00227284294957,10.501385254038246
Le Globe-Allende,93240,2,1946-1970,meuble,appartement,15.024560811956627,18.029731509210656,10.516804766075586
Le Maroc,93240,2,1946-1970,meuble,appartement,15.005207746694907,18.00624929603389,10.504166197355927
Le Vieux Stains-Bordes,93240,2,1946-1970,meuble,appartement,15.0,18.0,10.5
Prêtresse,93240,2,1946-1970,meuble,appartement,15.0,18.0,10.5
Convention,93260,2,1946-1970,meuble,appartement,19.19545330663814,22.995453306638137,13.4
Croix de l'Epinette,93260,2,1946-1970,meuble,appartement,18.972037580421304,22.728926731073216,13.242953334517669
Jalancloud,93260,2,1946-1970,meuble,appartement,19.199998666442923,22.999998666442924,13.4
L'Avenir,93260,2,1946-1970,meuble,appartement,19.140319155033655,22.929194881088968,13.359475859201504
L'Eglise,93260,2,1946-1970,meuble,appartement,19.2,23.0,13.4
La Mairie,93260,2,1946-1970,meuble,appartement,19.2,23.0,13.4
Le Fort,93260,2,1946-1970,meuble,appartement,17.8275828470535,21.368536639338522,12.45633167189544
Les Bruyeres,93260,2,1946-1970,meuble,appartement,19.40322640266374,23.244933872903978,13.54597614584083
Les Sentes,93260,2,1946-1970,meuble,appartement,19.165378407172085,22.958828376096534,13.376139172510491
Villegranges,93260,2,1946-1970,meuble,appartement,19.429995957400056,23.277538460474812,13.566398760761643
Centre Ville,93300,2,1946-1970,meuble,appartement,15.794112486518728,18.99285087648703,11.095794633227662
Cochennec Péri,93300,2,1946-1970,meuble,appartement,15.803839151371987,19.004520886907127,11.1026670831086
Condorcet,93300,2,1946-1970,meuble,appartement,15.80067819387576,19.000801501853164,11.100472680580074
Emile Dubois,93300,2,1946-1970,meuble,appartement,15.801432450466535,19.001692896005906,11.100998374567585
Firmin Genier,93300,2,1946-1970,meuble,appartement,15.8,19.0,11.1
Landy,93300,2,1946-1970,meuble,appartement,15.812412569265021,19.012330600877068,11.106124316244557
Paul Bert,93300,2,1946-1970,meuble,appartement,15.805545853556154,19.006554190566362,11.10386529187247
Plaine Marcreux Pressensé,93300,2,1946-1970,meuble,appartement,15.809809814682186,19.01160353764311,11.106762691836337
Robespierre,93300,2,1946-1970,meuble,appartement,15.733373206841474,18.91909603687893,11.052409433458193
Sadi Carnot,93300,2,1946-1970,meuble,appartement,15.8,19.0,11.1
Vallès La Frette,93300,2,1946-1970,meuble,appartement,15.8,19.0,11.1
Villette Quatre Chemin,93300,2,1946-1970,meuble,appartement,16.51887159927043,19.856686727588276,11.602216920899927
Anatole France,93310,2,1946-1970,meuble,appartement,19.102560784018568,22.903072940822277,13.401792548812997
Arpents,93310,2,1946-1970,meuble,appartement,19.32228845553918,23.166746146647014,13.555601918877425
Belvedere,93310,2,1946-1970,meuble,appartement,19.868830297139233,23.821741663931544,13.93518978377309
Centre,93310,2,1946-1970,meuble,appartement,19.112077877558168,22.91449345306979,13.408454514290714
Gabriel Peri,93310,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Severine,93310,2,1946-1970,meuble,appartement,19.105372754510515,22.905372754510513,13.400000000000002
Stalingrad,93310,2,1946-1970,meuble,appartement,19.1,22.9,13.4
Butte Pinson,93380,2,1946-1970,meuble,appartement,15.5,18.6,10.9
Centre Ville,93380,2,1946-1970,meuble,appartement,15.495660011362412,18.594870922519217,10.89684364462721
Gare,93380,2,1946-1970,meuble,appartement,15.493719011211315,18.59246281345358,10.894975208969054
Joncherolles-Fauvettes,93380,2,1946-1970,meuble,appartement,15.497538714305135,18.597512426290113,10.897114310501472
Maroc,93380,2,1946-1970,meuble,appartement,15.489349320962596,18.587219185155117,10.891479456770076
Nord,93380,2,1946-1970,meuble,appartement,15.499972943978264,18.599967532773917,10.899978355182611
Potier,93380,2,1946-1970,meuble,appartement,15.5,18.6,10.9
Sud,93380,2,1946-1970,meuble,appartement,15.524211050423864,18.629456786628513,10.914930053020457
Debain-Michelet-Bauer,93400,2,1946-1970,meuble,appartement,17.485257399364986,20.98230887923798,12.288563563896169
Dock Saint Ouen,93400,2,1946-1970,meuble,appartement,17.49315325256743,20.992012127995338,12.294294377139527
Garibaldi-Ottino-Porte de Saint Ouen,93400,2,1946-1970,meuble,appartement,17.529897676823566,21.035877212188275,12.320927035903129
Hugo-Payret-Zola,93400,2,1946-1970,meuble,appartement,17.94376475087058,21.5325177010447,12.608522160129073
