seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
Marcel Sembat,93430,3,1946-1970,non-meuble,maison,11.60179294105357,13.902234257186068,8.101340554311639
Maurice Grandcoing,93430,3,1946-1970,non-meuble,maison,11.6,13.9,8.1
Paul Langevin,93430,3,1946-1970,non-meuble,maison,11.605768849576203,13.907211061970255,8.104326637182151
Centre,93450,3,1946-1970,non-meuble,maison,13.6,16.3,9.5
Nord,93450,3,1946-1970,non-meuble,maison,13.594778228540035,16.293907933296705,9.49651881902669
Sud,93450,3,1946-1970,non-meuble,maison,13.6,16.3,9.5
Courtillères,93500,3,1946-1970,non-meuble,maison,14.250350575001903,17.139551109996287,9.966528531307327
Haut Pantin-Charles Auray,93500,3,1946-1970,non-meuble,maison,14.294653291689453,17.192493261678123,9.99664140807385
Mairie-Ourcq,93500,3,1946-1970,non-meuble,maison,14.51322747595138,17.45199610794254,10.148613089299447
Ourcq-Hoche,93500,3,1946-1970,non-meuble,maison,14.3,17.2,10.0
Petit Pantin-Haut Pantin,93500,3,1946-1970,non-meuble,maison,14.313327846560648,17.215549154320755,10.009995884920485
Quatre Chemins-Diderot,93500,3,1946-1970,non-meuble,maison,14.294726535324184,17.193554654285112,9.99648435688279
Quatre Chemins-Jaurès,93500,3,1946-1970,non-meuble,maison,14.301846750573391,17.201726680390827,10.00149967047692
Église-Sept Arpents,93500,3,1946-1970,non-meuble,maison,14.31475805628701,17.217441339248282,10.010285918018218
Blumenthal-La Biche,93800,3,1946-1970,non-meuble,maison,12.437888135583792,14.944025541109962,8.725080961247036
Félix Merlin,93800,3,1946-1970,non-meuble,maison,12.4106928349534,14.912474974112301,8.7071285566356
Gallieni-De Lattre de Tassigny,93800,3,1946-1970,non-meuble,maison,12.4,14.9,8.7
Les Mobiles-Maison de Santé,93800,3,1946-1970,non-meuble,maison,12.49479067590525,15.010589121889458,8.763193783936833
Ormesson-Jean Jaurès,93800,3,1946-1970,non-meuble,maison,12.4,14.9,8.7
Saint Leu-Commandant Louis Bouchet,93800,3,1946-1970,non-meuble,maison,12.399617542460458,14.89952192807557,8.699713156845343
Les Halles,75001,3,1971-1990,meuble,appartement,25.809227014285035,31.01088310563,18.106354140011458
Palais Royal,75001,3,1971-1990,meuble,appartement,27.09293940372845,32.49185907288685,18.995111049926265
Saint Germain l'Auxerrois,75001,3,1971-1990,meuble,appartement,27.098360242377193,32.49810797197368,18.99886478318421
Seine et Berges,75001,3,1971-1990,meuble,appartement,27.48682575469439,32.96711034529134,19.270048168371556
Vendôme,75001,3,1971-1990,meuble,appartement,27.1,32.5,19.0
Montorgueil-Saint Denis,75002,3,1971-1990,meuble,appartement,29.24280319875065,35.131363838500775,20.460779336286155
Sentier-Bonne Nouvelle,75002,3,1971-1990,meuble,appartement,29.29187554253055,35.19025065103666,20.49442894344952
Vivienne-Gaillon,75002,3,1971-1990,meuble,appartement,28.34743318043334,34.03114764792494,19.850493062096444
Archives,75003,3,1971-1990,meuble,appartement,29.29838133521288,35.19802037456854,20.498890261050494
Arts et Métiers,75003,3,1971-1990,meuble,appartement,29.290130978117123,35.188126333047165,20.4930608439886
Enfants Rouges,75003,3,1971-1990,meuble,appartement,29.299819686688355,35.1997813863966,20.499872733559325
Sainte Avoie,75003,3,1971-1990,meuble,appartement,29.26853415518936,35.16166357514163,20.478505907999217
Arsenal,75004,3,1971-1990,meuble,appartement,26.868520646966587,32.22481379548891,18.834318380980225
Saint Gervais,75004,3,1971-1990,meuble,appartement,29.28687425170155,35.18389112708827,20.49105062616015
Saint Merri,75004,3,1971-1990,meuble,appartement,27.102610972220646,32.50353909720509,19.00173239087411
Seine et Berges,75004,3,1971-1990,meuble,appartement,27.73891928971593,33.2841294914189,19.435625665893795
Île Saint Louis,75004,3,1971-1990,meuble,appartement,27.1,32.5,19.0
Île de la Cité,75004,3,1971-1990,meuble,appartement,27.277243197690865,32.7175257426206,19.12084763478922
Jardin des Plantes,75005,3,1971-1990,meuble,appartement,26.231369873229163,31.43845339299059,18.32226249067876
Saint Victor,75005,3,1971-1990,meuble,appartement,29.285111047289632,35.18174902570988,20.48943364646361
Sorbonne,75005,3,1971-1990,meuble,appartement,29.297942086302577,35.197474378644074,20.498596877024482
Val de Grace,75005,3,1971-1990,meuble,appartement,29.28295865046018,35.17900492255443,20.48860366834831
Monnaie,75006,3,1971-1990,meuble,appartement,27.102568745223977,32.5031525509567,19.001751417198165
Notre Dame des Champs,75006,3,1971-1990,meuble,appartement,32.35859120254405,38.850180061587324,22.671111770264176
Odéon,75006,3,1971-1990,meuble,appartement,27.11767540132481,32.521421021070275,19.012275706579665
Rennes,75006,3,1971-1990,meuble,appartement,32.368998964214285,38.86256478697574,22.678357767470352
Saint Germain des Prés,75006,3,1971-1990,meuble,appartement,27.134829187438825,32.54205788671858,19.02431471575918
Saint Placide,75006,3,1971-1990,meuble,appartement,32.360930487359965,38.853268839156506,22.672803595476523
Ecole Militaire,75007,3,1971-1990,meuble,appartement,32.31343894214604,38.796347287215994,22.63962781614297
Gros Caillou,75007,3,1971-1990,meuble,appartement,32.395223137240556,38.89425283699255,22.696641268372268
Invalides,75007,3,1971-1990,meuble,appartement,32.4,38.9,22.7
Saint Thomas d'Aquin,75007,3,1971-1990,meuble,appartement,32.367266806297906,38.86047312458615,22.67714852515137
Seine et Berges,75007,3,1971-1990,meuble,appartement,30.879994877904977,37.068363263695566,21.636851537495787
Elysées-Madeleine,75008,3,1971-1990,meuble,appartement,27.1,32.5,19.0
Europe,75008,3,1971-1990,meuble,appartement,30.31077866146672,36.39199726463691,21.236886637309823
Hoche-Friedland,75008,3,1971-1990,meuble,appartement,27.119444276796546,32.5236354751617,19.013567755189566
Mairie,75008,3,1971-1990,meuble,appartement,29.95517720746953,35.960904002724796,20.98965172120956
Parc Monceau,75008,3,1971-1990,meuble,appartement,30.350196908341534,36.44030859430883,21.265447807978006
Saint Philippe du Roule,75008,3,1971-1990,meuble,appartement,27.887833254592962,33.45494939950662,19.549095904716307
Triangle d'Or,75008,3,1971-1990,meuble,appartement,27.11181066196721,32.51431595389964,19.008231673492297
Clichy-Trinité,75009,3,1971-1990,meuble,appartement,25.809969323528083,31.011436370493765,18.106182684363457
Lafayette-Richer,75009,3,1971-1990,meuble,appartement,26.12399352391158,31.377230679968285,18.32381863764303
Lorette-Martyrs,75009,3,1971-1990,meuble,appartement,25.80269795594006,31.003113026084687,18.101867815650817
Provence Opéra,75009,3,1971-1990,meuble,appartement,27.099855386249978,32.49983313798074,18.999899882788444
Trudaine-Maubeuge,75009,3,1971-1990,meuble,appartement,25.802008986107428,31.0019514583621,18.09979865289137
Chateau d'Eau-Lancry,75010,3,1971-1990,meuble,appartement,23.048420740403678,27.67864686739933,16.104793818802754
Faubourg du Temple-Hôpital Saint Louis,75010,3,1971-1990,meuble,appartement,22.9,27.5,16.0
Grange Aux Belles-Terrage,75010,3,1971-1990,meuble,appartement,22.976698564273416,27.592500824791873,16.055752035229737
Louis Blanc-Aqueduc,75010,3,1971-1990,meuble,appartement,25.35909753409249,30.468025755238365,17.781051809979854
Porte Saint Denis-Paradis,75010,3,1971-1990,meuble,appartement,25.804818799014964,31.005782558817955,18.103304319324547
Saint Vincent de Paul-Lariboisière,75010,3,1971-1990,meuble,appartement,25.76938901643193,30.96305570948681,18.077833425692088
Bastille-Popincourt,75011,3,1971-1990,meuble,appartement,23.79864419678188,28.562060644897883,16.62634315714666
Belleville-Saint Maur,75011,3,1971-1990,meuble,appartement,24.49262419753527,29.382080396955022,17.110080036459188
Léon-Blum Folie-Regnault,75011,3,1971-1990,meuble,appartement,23.159058285059032,27.80614979961104,16.18056195984893
Nation-Alexandre Dumas,75011,3,1971-1990,meuble,appartement,26.168081041175363,31.362335547054034,18.277837016358053
République-Saint Ambroise,75011,3,1971-1990,meuble,appartement,24.766315884870263,29.706843251513163,17.30111147616879
Aligre-Gare de Lyon,75012,3,1971-1990,meuble,appartement,22.959934378476593,27.571085907968495,16.04288630666033
Bel-Air Nord,75012,3,1971-1990,meuble,appartement,22.712836427836926,27.21598678687417,15.908688083866426
Bel-Air Sud,75012,3,1971-1990,meuble,appartement,23.327889202538987,27.96523996559439,16.331673826745554
Bercy,75012,3,1971-1990,meuble,appartement,22.719109245008745,27.223310087298614,15.913123809314044
Bois de Vincennes,75012,3,1971-1990,meuble,appartement,24.43396849324955,29.31327410114789,17.092103339109066
Jardin de Reuilly,75012,3,1971-1990,meuble,appartement,24.685064033939586,29.619352367633937,17.264694472486756
Nation-Picpus,75012,3,1971-1990,meuble,appartement,25.859002560935107,31.049883803235396,18.071799920842484
Seine et Berges,75012,3,1971-1990,meuble,appartement,23.87994685656722,28.65110681398791,16.70964952105568
Vallée de Fécamp,75012,3,1971-1990,meuble,appartement,25.89310154593875,31.091592509112857,18.095257312832892
Bièvres Sud Tolbiac,75013,3,1971-1990,meuble,appartement,24.396910537245994,29.296292644695193,17.097734393980396
Buttes Aux Cailles-Glacière,75013,3,1971-1990,meuble,appartement,24.461787305442982,29.37480001036977,17.14382438101337
Croulebarbe,75013,3,1971-1990,meuble,appartement,25.814508527578173,31.017318731797413,18.109863739135523
Dunois-Bibliothèque-Jeanne-d'Arc,75013,3,1971-1990,meuble,appartement,20.382569318548313,24.497963598277657,14.2573786789912
Nationale-Deux Moulins,75013,3,1971-1990,meuble,appartement,20.38826814468248,24.50473020181028,14.261346429332205
Olympiades-Choisy,75013,3,1971-1990,meuble,appartement,22.00360779794437,26.436019075592053,15.404990881472848
Patay-Masséna,75013,3,1971-1990,meuble,appartement,20.3,24.4,14.2
Salpêtrière-Austerlitz,75013,3,1971-1990,meuble,appartement,26.195549545066093,31.394815336472632,18.29700772379647
Didot-Porte de Vanves,75014,3,1971-1990,meuble,appartement,24.513830233926285,29.437627767388857,17.1778171537408
Jean Moulin-Porte d'Orléans,75014,3,1971-1990,meuble,appartement,26.161893920664497,31.35499813814412,18.27350640851408
Montsouris Dareau,75014,3,1971-1990,meuble,appartement,22.937489816013827,27.545012001606878,16.027101630628994
Mouton Duvernet,75014,3,1971-1990,meuble,appartement,25.99322339506725,31.170419737972093,18.173762470826347
Pernety,75014,3,1971-1990,meuble,appartement,24.98575254020521,30.00013092041229,17.50563322847511
Raspail-Montparnasse,75014,3,1971-1990,meuble,appartement,25.69611666625819,30.873247438467487,18.025121973623598
Alleray Procession,75015,3,1971-1990,meuble,appartement,26.596300795361795,31.95556095443415,18.61728724993198
Cambronne-Garibaldi,75015,3,1971-1990,meuble,appartement,27.782832450687895,33.37910968082098,19.487495473686213
Citroën-Boucicaut,75015,3,1971-1990,meuble,appartement,26.0,31.2,18.2
Dupleix-Motte Picquet,75015,3,1971-1990,meuble,appartement,26.01756398655552,31.22113914007748,18.212357146799718
Emeriau-Zola,75015,3,1971-1990,meuble,appartement,26.0,31.2,18.2
Georges Brassens,75015,3,1971-1990,meuble,appartement,26.29544294086593,31.59448272684962,18.396885900185996
Pasteur Montparnasse,75015,3,1971-1990,meuble,appartement,27.794585640041188,33.39347091887319,19.496178098852603
Saint Lambert,75015,3,1971-1990,meuble,appartement,26.298987214566306,31.598649619421742,18.399324809710873
Seine et Berges,75015,3,1971-1990,meuble,appartement,26.573171780464175,31.89033547143584,18.603749581203754
Vaugirard-Parc des Expositions,75015,3,1971-1990,meuble,appartement,26.137268875685493,31.383025167580655,18.291512583790325
Violet Commerce,75015,3,1971-1990,meuble,appartement,26.007832273281412,31.210139461218564,18.205373300432598
Auteuil Nord,75016,3,1971-1990,meuble,appartement,26.021277299593116,31.22562947450989,18.21499082471333
Auteuil Sud,75016,3,1971-1990,meuble,appartement,26.0,31.2,18.2
Bois de Boulogne,75016,3,1971-1990,meuble,appartement,28.66946716563725,34.415526245576935,20.08079266275831
Chaillot,75016,3,1971-1990,meuble,appartement,30.37705921972973,36.47228937902238,21.284033650246922
Muette Nord,75016,3,1971-1990,meuble,appartement,30.4,36.5,21.3
Muette Sud,75016,3,1971-1990,meuble,appartement,30.372580129273793,36.466971519352526,21.280681454715626
Porte Dauphine,75016,3,1971-1990,meuble,appartement,30.4,36.5,21.3
Batignolles-Cardinet,75017,3,1971-1990,meuble,appartement,25.813810672388158,30.943957529596677,18.030898257793528
Champerret-Berthier,75017,3,1971-1990,meuble,appartement,27.80260872297945,33.4031104004755,19.50180603898577
Clichy-Batignolles,75017,3,1971-1990,meuble,appartement,26.19328301446479,31.392203766233813,18.295428926078564
Courcelles-Wagram,75017,3,1971-1990,meuble,appartement,27.799751361891172,33.399331183453235,19.499740251003008
Epinettes-Bessières,75017,3,1971-1990,meuble,appartement,22.932079667735923,27.537905466024185,16.022360865521115
La Fourche-Guy Môquet,75017,3,1971-1990,meuble,appartement,22.92258814457581,27.527103347818077,16.01581129692425
Legendre-Lévis,75017,3,1971-1990,meuble,appartement,27.149668095752197,32.58689276891816,19.01205872104206
Pereire-Malesherbes,75017,3,1971-1990,meuble,appartement,27.599593125239792,33.149491406549735,19.349694843929843
Ternes-Maillot,75017,3,1971-1990,meuble,appartement,27.81160968360317,33.41346536441466,19.507948778992994
Amiraux-Simplon-Poissonniers,75018,3,1971-1990,meuble,appartement,23.91402600142575,28.716842360841714,16.70982936012884
Charles-Hermite-Evangile,75018,3,1971-1990,meuble,appartement,20.201776850149916,24.281171459794315,14.13118540947507
Clignancourt-Jules Joffrin,75018,3,1971-1990,meuble,appartement,25.9,31.1,18.1
Goutte d'Or-Château Rouge,75018,3,1971-1990,meuble,appartement,24.0658904166906,28.89914331999229,16.81638516155592
Grandes Carrières-Clichy,75018,3,1971-1990,meuble,appartement,25.899838189555158,31.099805827466195,18.099886732688613
La Chapelle-Marx Dormoy,75018,3,1971-1990,meuble,appartement,20.837164549117805,25.040656830673143,14.572300764061964
Montmartre,75018,3,1971-1990,meuble,appartement,25.89952190092668,31.09952190092668,18.1
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,3,1971-1990,meuble,appartement,25.892984740272077,31.091581688326496,18.09510244290411
Bas Belleville,75019,3,1971-1990,meuble,appartement,22.709071151285865,27.2136067269288,15.904535575642933
Bassin de la Villette,75019,3,1971-1990,meuble,appartement,20.30152340423121,24.40181651887961,14.201054996750473
Buttes Chaumont,75019,3,1971-1990,meuble,appartement,22.147614225997323,26.55589164294776,15.508513173028806
Danube-Porte des Lilas,75019,3,1971-1990,meuble,appartement,20.249559700899656,24.338688785512097,14.164603173882687
Flandre-Aubervilliers,75019,3,1971-1990,meuble,appartement,20.342767466568013,24.451320889786356,14.230325868813113
Manin-Jaurès,75019,3,1971-1990,meuble,appartement,20.770630390059907,24.94906878840322,14.533363192959099
Place des Fêtes,75019,3,1971-1990,meuble,appartement,20.324424691500173,24.429121747557897,14.216909401807811
Pont de Flandre,75019,3,1971-1990,meuble,appartement,20.267562014873953,24.36090090382664,14.177382279241797
Secrétan,75019,3,1971-1990,meuble,appartement,22.041312751024158,26.432491079565267,15.432830154868938
Amandiers,75020,3,1971-1990,meuble,appartement,22.749781525475566,27.259903900385183,15.934033098059981
Belleville,75020,3,1971-1990,meuble,appartement,22.89955552834297,27.4993326761024,15.999778145759898
Gambetta,75020,3,1971-1990,meuble,appartement,21.097857698513437,25.33086108857755,14.765132261252095
Plaine,75020,3,1971-1990,meuble,appartement,20.35160023288133,24.46078287012004,14.236154830311966
Père Lachaise-Réunion,75020,3,1971-1990,meuble,appartement,21.745009531564058,26.086898465633446,15.222880768673068
Saint Blaise,75020,3,1971-1990,meuble,appartement,20.492585194782567,24.624519930096398,14.336436427971934
Télégraphe-Pelleport Saint Fargeau,75020,3,1971-1990,meuble,appartement,21.24846074714273,25.52257219532764,14.861804701937903
Bourse du Travail,93000,3,1971-1990,meuble,appartement,13.7,16.4,9.6
Edouard Vaillant,93000,3,1971-1990,meuble,appartement,13.697077108438489,16.396684393235933,9.597862538843597
Les Vignes,93000,3,1971-1990,meuble,appartement,13.704936136714172,16.40601480740012,9.603363377067259
Prefecture,93000,3,1971-1990,meuble,appartement,13.699971798782709,16.39997179878271,9.599971798782708
Bas Montreuil-Bobillot,93100,3,1971-1990,meuble,appartement,15.913995889265252,19.092494861581564,11.135496916948938
Bas Montreuil-Etienne Marcel-Chanzy,93100,3,1971-1990,meuble,appartement,15.601446650699051,18.701808313373817,10.901084988024289
Bas Montreuil-République,93100,3,1971-1990,meuble,appartement,16.019489949127383,19.223537137151236,11.213556362799551
Bel Air-Grands Pêchers-Renan,93100,3,1971-1990,meuble,appartement,15.602713007532044,18.703391259415053,10.902034755649032
Branly-Boissière,93100,3,1971-1990,meuble,appartement,15.602864246872322,18.703581447101353,10.902149323665194
Centre Ville-Jean Moulin-Beaumont,93100,3,1971-1990,meuble,appartement,15.84520443586787,19.006505544834837,11.083903326900902
La Noue-Clos Français,93100,3,1971-1990,meuble,appartement,15.548687564097712,18.639043263696916,10.864699481648062
Ramenas-Léo Lagrange,93100,3,1971-1990,meuble,appartement,15.567017413843354,18.660711634397845,10.877202927476171
Ruffins-Théophile Sueur-Montreau-Le Morillon,93100,3,1971-1990,meuble,appartement,15.610080025873671,18.712600032342092,10.907560019405254
Signac-Murs à Pêches,93100,3,1971-1990,meuble,appartement,15.922459644089122,19.10309242024321,11.141862598198653
Solidarité Carnot,93100,3,1971-1990,meuble,appartement,16.0,19.2,11.2
Anatole France,93120,3,1971-1990,meuble,appartement,13.399999999999999,16.1,9.399999999999999
Balzac-Moulin Neuf,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Braque,93120,3,1971-1990,meuble,appartement,13.419212817411667,16.11921281741167,9.409606408705834
Centre Ville-Convention,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Centre Ville-Mairie,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
La Gare,93120,3,1971-1990,meuble,appartement,13.400000000000002,16.1,9.4
La Tour,93120,3,1971-1990,meuble,appartement,13.400813426937239,16.100813426937236,9.40040671346862
Parc Départemental,93120,3,1971-1990,meuble,appartement,13.393554049999015,16.091733642148565,9.395349912896918
Quatre Routes,93120,3,1971-1990,meuble,appartement,13.410876280612035,16.112374175446526,9.407375678310899
Rateau,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Verlaine-Paul Verlaine,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Verlaine-Routes,93120,3,1971-1990,meuble,appartement,13.40708792140469,16.10708792140469,9.403543960702345
Waldeck Rochet-Quinet Cachin,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Waldeck Rochet-Zone Industrielle,93120,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Boissière,93130,3,1971-1990,meuble,appartement,13.630548886450708,16.3368354389636,9.521560995738245
Centre Ville-Gare,93130,3,1971-1990,meuble,appartement,13.6,16.3,9.5
Centre Ville-Mairie,93130,3,1971-1990,meuble,appartement,13.6,16.3,9.5
Haut Goulet-Jules Auffret,93130,3,1971-1990,meuble,appartement,13.56647074416015,16.260882534853508,9.477647162773431
Langevin,93130,3,1971-1990,meuble,appartement,13.586798555339463,16.28459831456271,9.491199036892978
Londeau,93130,3,1971-1990,meuble,appartement,13.6,16.3,9.5
Léo Lagrange,93130,3,1971-1990,meuble,appartement,13.6,16.3,9.5
Merlan,93130,3,1971-1990,meuble,appartement,13.595796379697745,16.294955655637295,9.497477827818647
Petit Noisy,93130,3,1971-1990,meuble,appartement,13.59760105514306,16.296951468629572,9.498900228170031
Zone Industrielle,93130,3,1971-1990,meuble,appartement,13.597677247681698,16.297273443170255,9.49848485670459
La Mare à la Veuve-La Remise à Jorelle,93140,3,1971-1990,meuble,appartement,13.1,15.7,9.2
Le Mainguy-Le Moulin à Vent,93140,3,1971-1990,meuble,appartement,13.11475080240908,15.717664051882602,9.208924303462036
Le Saule Blanc,93140,3,1971-1990,meuble,appartement,13.1,15.7,9.2
Noue Caillet-Terre Saint Blaise-Les Mérisiers,93140,3,1971-1990,meuble,appartement,13.101467520328708,15.701712107050158,9.200978346885806
Centre Sud-Jules Ferry,93170,3,1971-1990,meuble,appartement,15.606315466320194,18.70765918255853,10.904434263586518
Centre Sud-La Capsulerie,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Centre-Jean Moulin,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Centre-Sadi Carnot,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Coutures-Victor Hugo,93170,3,1971-1990,meuble,appartement,15.600001466504239,18.700001833130298,10.90000109987818
Coutures-Édouard Vaillant,93170,3,1971-1990,meuble,appartement,15.689772143909531,18.809033723908804,10.963238664531723
Dhuys-François Mitterand,93170,3,1971-1990,meuble,appartement,15.602842569287139,18.703553211608924,10.902131926965355
Dhuys-Gallieni,93170,3,1971-1990,meuble,appartement,15.656844039211919,18.768938515639984,10.939911772212625
Dhuys-Hoche,93170,3,1971-1990,meuble,appartement,15.663640340745925,18.77718083877697,10.944683643502458
Dhuys-René Alazard,93170,3,1971-1990,meuble,appartement,15.629995110798081,18.73648024310779,10.92119307474023
La Noue ,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Malassis-Pierre et Marie Curie,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Malassis-Stalingrad,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Plateau-Anatole France,93170,3,1971-1990,meuble,appartement,15.54650615457881,18.636218876613196,10.862965799323792
Plateau-Gambetta,93170,3,1971-1990,meuble,appartement,15.60375230960752,18.7046903870094,10.902814232205639
Plateau-Girardot,93170,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Allende,93200,3,1971-1990,meuble,appartement,12.615881587071332,15.118393868029989,8.812113966460638
Centre Ville-Basilique,93200,3,1971-1990,meuble,appartement,13.596520553312754,16.295824663975306,9.49756438731893
Cosmonautes,93200,3,1971-1990,meuble,appartement,13.597554526655145,16.297554526655144,9.498777263327572
Delaunay Belleville,93200,3,1971-1990,meuble,appartement,12.64476036742922,15.152916073673062,8.832527093303591
Floréal-La Saussaie-La Courtille,93200,3,1971-1990,meuble,appartement,12.749629402361037,15.279963532952731,8.906630467388933
Franc Moisin-Bel Air,93200,3,1971-1990,meuble,appartement,13.599481564791956,16.299481564791954,9.499740782395977
Mutuelle-Barbusse-Saint Rémy- Joliot Curie,93200,3,1971-1990,meuble,appartement,13.333053257085359,15.980647302887371,9.314305549744393
Pleyel,93200,3,1971-1990,meuble,appartement,13.591839135535272,16.290580403214342,9.494660835446707
Péri-Langevin-Stalingrad-Politzer,93200,3,1971-1990,meuble,appartement,13.446144657128354,16.115373588554025,9.392301259989848
République-Gare-Porte de Paris,93200,3,1971-1990,meuble,appartement,13.043246137559093,15.631889719866734,9.110280764097634
Sémard-Delaune-Guynemer,93200,3,1971-1990,meuble,appartement,12.646381812443304,15.15753733638287,8.83521872152197
La Plaine-Stade de France,93210,3,1971-1990,meuble,appartement,13.634035304147078,16.341237180619295,9.524029900887545
Bas Pays,93230,3,1971-1990,meuble,appartement,13.04810463415801,15.657296949840005,9.13327435736427
Cachin,93230,3,1971-1990,meuble,appartement,13.000354075349176,15.60041308790737,9.100236050232784
Carnot,93230,3,1971-1990,meuble,appartement,13.000729660327668,15.600869979634366,9.100505149470532
Centre,93230,3,1971-1990,meuble,appartement,13.008699545418544,15.610439454502252,9.106089681792982
Cité,93230,3,1971-1990,meuble,appartement,13.005627610883439,15.606753133060128,9.103939327618406
Communes,93230,3,1971-1990,meuble,appartement,13.068816402693939,15.68189673835744,9.14748853701047
Grands Champs,93230,3,1971-1990,meuble,appartement,13.049302678209726,15.658007641018445,9.133356301913583
Ormes,93230,3,1971-1990,meuble,appartement,13.022689917649597,15.62705729829019,9.115712339465391
Parcs,93230,3,1971-1990,meuble,appartement,13.007053979957957,15.608383182743646,9.10485619276467
ZAC,93230,3,1971-1990,meuble,appartement,13.0,15.6,9.1
L'Avenir,93240,3,1971-1990,meuble,appartement,13.10003860033437,15.700051467112495,9.200025733556245
L'Avenir-La Cerisaie,93240,3,1971-1990,meuble,appartement,13.08593153250335,15.683120238151242,9.188742826855458
La Cité-Jardin,93240,3,1971-1990,meuble,appartement,13.1,15.7,9.2
Le Bois Moussay-Les Parouzets,93240,3,1971-1990,meuble,appartement,13.098666099243431,15.698332624054288,9.198999574432571
Le Clos Saint Lazare,93240,3,1971-1990,meuble,appartement,13.099060373143926,15.698839392279352,9.199281354008502
Le Globe-Allende,93240,3,1971-1990,meuble,appartement,13.093536628432467,15.692243954118961,9.194829302745973
Le Maroc,93240,3,1971-1990,meuble,appartement,13.095833802644075,15.694792253305094,9.196875351983056
Le Vieux Stains-Bordes,93240,3,1971-1990,meuble,appartement,13.1,15.7,9.2
Prêtresse,93240,3,1971-1990,meuble,appartement,13.1,15.7,9.2
Convention,93260,3,1971-1990,meuble,appartement,15.981813226552553,19.17726653319069,11.186359919914414
Croix de l'Epinette,93260,3,1971-1990,meuble,appartement,15.907256459298953,19.0886895936967,11.135061364047225
Jalancloud,93260,3,1971-1990,meuble,appartement,15.9999946657717,19.19999333221462,11.199995999328774
L'Avenir,93260,3,1971-1990,meuble,appartement,15.972637825083629,19.16698916784861,11.180670255306794
L'Eglise,93260,3,1971-1990,meuble,appartement,16.0,19.2,11.2
La Mairie,93260,3,1971-1990,meuble,appartement,16.0,19.2,11.2
Le Fort,93260,3,1971-1990,meuble,appartement,15.432209334798586,18.518016619324836,10.801911951925542
Les Bruyeres,93260,3,1971-1990,meuble,appartement,16.223787593511616,19.470610982774467,11.356110469128645
Les Sentes,93260,3,1971-1990,meuble,appartement,15.985964219123819,19.18315706294858,11.190174953386672
Villegranges,93260,3,1971-1990,meuble,appartement,16.24844597366931,19.50015754453903,11.372963151262205
Centre Ville,93300,3,1971-1990,meuble,appartement,13.400000000000002,16.1,9.4
Cochennec Péri,93300,3,1971-1990,meuble,appartement,13.402893963048548,16.103420138148287,9.40197315662401
Condorcet,93300,3,1971-1990,meuble,appartement,13.400452129250505,16.100534334568778,9.400308269943526
Emile Dubois,93300,3,1971-1990,meuble,appartement,13.40095496697769,16.101128597337272,9.400651113848424
Firmin Genier,93300,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Landy,93300,3,1971-1990,meuble,appartement,13.412795088408807,16.112795088408806,9.406397544204403
Paul Bert,93300,3,1971-1990,meuble,appartement,13.403697235704103,16.104369460377576,9.402520842525524
Plaine Marcreux Pressensé,93300,3,1971-1990,meuble,appartement,13.409297322407637,16.111091045368564,9.406378322630424
Robespierre,93300,3,1971-1990,meuble,appartement,13.4,16.1,9.399999999999999
Sadi Carnot,93300,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Vallès La Frette,93300,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Villette Quatre Chemin,93300,3,1971-1990,meuble,appartement,14.078065065775322,16.91557202554455,9.871650541847172
Anatole France,93310,3,1971-1990,meuble,appartement,15.603008921221816,18.70364911722646,10.902112646815318
Arpents,93310,3,1971-1990,meuble,appartement,15.861188935258534,19.016761049143327,11.083387975819821
Belvedere,93310,3,1971-1990,meuble,appartement,16.515448132615518,19.81086080428358,11.5435797775513
Centre,93310,3,1971-1990,meuble,appartement,15.614191506130842,18.71721097552038,10.909964248985485
Gabriel Peri,93310,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Severine,93310,3,1971-1990,meuble,appartement,15.62149101804205,18.726863772552562,10.916118263531539
Stalingrad,93310,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Butte Pinson,93380,3,1971-1990,meuble,appartement,12.7,15.2,8.9
Centre Ville,93380,3,1971-1990,meuble,appartement,12.702761810951191,15.20355089979439,8.901972722107995
Gare,93380,3,1971-1990,meuble,appartement,12.705024791030946,15.206280988788683,8.903768593273211
